user,rate_blink_left,rate_blink_right,rate_smile_or_not,feel
1,0.973896634376705,0.19037656593460237,0,2
1,0.5690246853228916,0.4693443632040345,0,2
1,0.8685246592090229,0.0838327039767354,0,2
1,0.6123224764600415,0.011763585350799664,0,2
1,0.6780984997565167,0.14667893031870072,0,2
1,0.9724714282731495,0.4647188111724712,0,2
1,0.9220723151917434,0.09827666896466662,0,2
1,0.7225685344167765,0.0302288348100312,0,2
1,0.48972450661477696,0.5596629699172377,0,2
1,0.10401062621744628,0.81149294480509,0,2
1,0.23814770395660548,0.7357918063694413,0,2
1,0.2981747112201477,0.6023693496159419,0,2
1,0.42590807374134104,0.614608109063635,0,2
1,0.278456494850211,0.6649186496411221,0,2
1,0.14356798867190115,0.8914135471468856,0,2
1,0.8602699877956567,0.15633698835479254,0,2
1,0.8459322057938128,0.18917102177809852,0,2
1,0.5550624054151607,0.2385923212296522,0,2
1,0.745494364803839,0.025523166505740384,0,2
1,0.8382967121741984,0.05525234708403569,0,2
1,0.7248359712241697,0.33830578115918647,0,2
1,0.9764339695149651,0.3352217843972937,0,2
1,0.8054623988129725,0.1939222379272815,0,2
1,0.7097219958359658,0.3698245941833566,0,2
1,0.8179930348865827,0.004664058035215241,0,2
1,0.7834047612259056,0.22708863980826566,0,2
1,0.9061979611446139,0.4578879157961679,0,2
1,0.5316023200169964,0.14492618327503493,0,2
1,0.5922385383216827,0.20014428261524592,0,2
1,0.7579709281792681,0.18254828447949062,0,2
1,0.9334763114384859,0.19563492443496788,0,2
1,0.9749589692256385,0.14137686420796927,0,2
1,0.7501222117871695,0.33684712405223,0,2
1,0.15277890323781096,0.9216649474607044,0,2
1,0.18210963183520026,0.6888206515793108,0,2
1,0.2267727106716392,0.6543307510615992,0,2
1,0.38165013048919494,0.5318020072104986,0,2
1,0.2346779875067038,0.6682788490595575,0,2
1,0.022564263477322193,0.527967509319486,0,2
1,0.3276853582099591,0.7750556220949144,0,2
1,0.034299062037821244,0.965655470912915,0,2
1,0.6825265901738593,0.41255234028395393,0,2
1,0.7574387783198723,0.1667658542240678,0,2
1,0.9144595640867152,0.43913081738494997,0,2
1,0.8505286203339054,0.13833625869820296,0,2
1,0.7254286524575575,0.2905687128097605,0,2
1,0.8452936794289627,0.2818631226583483,0,2
1,0.7708504591507714,0.11830013712035366,0,2
1,0.5227833052421967,0.38790336360160144,0,2
1,0.6498015873825298,0.44998011619987244,0,2
1,0.6366383578555077,0.2394928164694287,0,2

